"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
535,"http://bbs.cehome.com/thread-1149213-1-1.html","挖掘机专区","我爱我挖","三一55小挖机性能怎么样    价格多少   谢谢各位大","三一55小挖机性能怎么样  价格多少  谢谢各位大","手机用户dhly179","2017-11-26 21:09:37","","三一 小挖 性能 怎么样 价格 多少 谢谢 各位 三一 小挖 性能 怎么样 价格 多少 谢谢 各位"
536,"http://bbs.cehome.com/thread-1149210-1-1.html","挖掘机专区","我爱我挖","跪求大神，卡特320c凉车工作正常，热车总熄火，咋回事？","甲友们，卡特320c凉车工作正常，热车总熄火，熄火后还可以正常启动是怎么回事啊？","学徒小工","2017-11-26 21:07:04","[维修改装]","跪求 大神 卡特 车工 正常 熄火 咋回事 卡特 车工 正常 熄火 熄火 还可 正常 启动 怎么回事"
537,"http://bbs.cehome.com/thread-1149204-1-1.html","挖掘机专区","我爱我挖","挖苹果树","","增光888","2017-11-26 21:01:05","","苹果树"
538,"http://bbs.cehome.com/thread-1149202-1-1.html","我与工程机械","故障咨询","新大宇340-9C挖机泄压掉臂！！！","新车不到1500小时，出现大臂泄压问题。泄压严重，40分钟落地！售后看过几次都没解决！现在都2400多小时了，本人因为有2台340，所以零部件都调换过也没有解决泄压问题！！而且2台挖机同一根管路出现密封圈烂掉的情况！！请注意，居然是同一根管子的密封圈，一台目前2400小时，一台1000小时还不到。真是对大宇失去信心了，这些问题弄得我头痛，光管路我就前前后后添加了5桶液压油了。三天二头就坏，因为是需要专用密封圈，市面上没有这种密封圈不好找。售后也没有，随机送的密封圈也没有这种。","2654099","2017-11-26 20:59:29","","大宇 挖机 新车 不到 小时 出现 问题 严重 分钟 落地 售后 看过 几次 都没 解决 现在 多小时 本人 因为 所以 零部件 调换 也没有 解决 问题 而且 挖机 同一 管路 出现 密封圈 烂掉 情况 请注意 居然是 同一 管子 密封圈 一台 目前 小时 一台 小时 还不 真是 大宇 失去 信心 这些 问题 弄得 头痛 管路 前前后后 添加 液压油 因为 需要 专用 密封圈 市面上 没有 这种 密封圈 不好 售后 也没有 随机 密封圈 也没有 这种"
539,"http://bbs.cehome.com/thread-1149200-1-1.html","挖掘机专区","我爱我挖","高射炮！","","增光888","2017-11-26 20:58:00","","高射炮"
540,"http://bbs.cehome.com/thread-1149199-1-1.html","我与工程机械","故障咨询","卡特312 c行走一边无力，一边正常，不踩到底憋车","凉车时行走跑偏严重，行走不踩到底憋车，踩到底太快，没法慢点走","13148287830","2017-11-26 20:57:33","[跑偏]","卡特 行走 一边 无力 一边 正常 踩到 时行 严重 行走 踩到 踩到 太快 没法 慢点"
541,"http://bbs.cehome.com/thread-1149198-1-1.html","挖掘机专区","我爱我挖","花式上板车","我的群友，一个爱吹牛b的家伙","我叫机神","2017-11-26 20:56:50","","花式 板车 群友 一个 吹牛 家伙"
542,"http://bbs.cehome.com/thread-1149196-1-1.html","挖掘机专区","我爱我挖","给卡特374D挖掘机调压力，轻松拿下！","挖机老板讲：那么大的挖机买回来，可以直接把山挖崩的！！！谁知道力气都没有！然后叫我老板给他调调液压。然后，调高点压力，轻轻松松拿下。哈哈哈哈哈哈","手机用户esx1678","2017-11-26 20:54:59","[操作技巧]","卡特 挖掘机 调压 轻松 拿下 挖机 老板 那么大 挖机 买回来 可以 直接 谁知道 力气 都没有 然后 叫我 老板 给他 调调 液压 然后 调高 压力 轻轻松松 拿下 哈哈哈哈 哈哈"
543,"http://bbs.cehome.com/thread-1149190-1-1.html","我与工程机械","道路设备","领币","","DONG哥","2017-11-26 20:45:33","",""
544,"http://bbs.cehome.com/thread-1149188-1-1.html","挖掘机专区","我爱我挖","斗山DX300LC-9C挖掘机1500小时使用报告","不知该怎么写，反正小毛病特别的多。目前为止，行走一则导向轮支架断裂，大臂根部套子废了一个，间隙特别大，手柄菱形架断裂，驾驶室塑料件响声特别大，边门缝隙大，驾驶室密封严重不行，坐里面都得带口罩那种。虽然售后说都包赔  但是搞的心累啊  一年后再出问题怎么办？  先上几张图  明天发些细节","经过~","2017-11-26 20:44:09","[使用报告]","斗山 挖掘机 小时 使用报告 不知 怎么 反正 小毛病 特别 目前为止 行走 一则 导向 支架 断裂 根部 套子 废了 一个 间隙 特别 手柄 菱形 断裂 驾驶室 塑料件 响声 特别 边门 缝隙 驾驶室 密封 严重 不行 里面 都得 口罩 那种 虽然 售后 包赔 但是 心累 一年 再出 问题 怎么办 先上 几张 明天 发些 细节"
545,"http://bbs.cehome.com/thread-1149187-1-1.html","挖掘机专区","选购询价","60型号挂68锤能破碎石头嘛","60型号的机子，用68锤，能破碎矿石嘛，谁用过，给个答案呗，表示感谢","2306711255","2017-11-26 20:43:23","[6-12吨]","型号 破碎 石头 型号 机子 破碎 矿石 用过 答案 表示感谢"
546,"http://bbs.cehome.com/thread-1149186-1-1.html","活动展会","展会专区","大30装载机油耗多少?干重活多少，干轻活多少？","大30装载机油耗多少?干重活多少，干轻活多少，前几天伙计们喝酒，一哥们说他干活比我四缸还少","福田小铲","2017-11-26 20:43:12","","装载机 油耗 多少 重活 多少 轻活 多少 装载机 油耗 多少 重活 多少 轻活 多少 前几天 伙计 喝酒 哥们 干活 比我 还少"
547,"http://bbs.cehome.com/thread-1149179-1-1.html","挖掘机专区","我爱我挖","大家看看这个斗是什么机子用的？？","朋友在旧货市场买了个斗，  本来想改一下用在60沟机上 可仔细看看  ， 太麻烦了  ， 大家看看 这是什么机子上用的？？？","JIANG6600","2017-11-26 20:38:17","","大家 看看 这个 是什么 机子 朋友 旧货 市场 买了 本来 一下 用在 机上 仔细看 麻烦 大家 看看 这是 什么 机子"
548,"http://bbs.cehome.com/thread-1149175-1-1.html","挖掘机专区","我爱我挖","有没有玩这个的","有没有研究这个的，改装拆楼机或者打桩机，最好直接码头用，配置全进口的，没怎么干活，不懂得去网上查查就知道了，有想法的联系我13608915855","昨今明","2017-11-26 20:35:02","","有没有 这个 有没有 研究 这个 改装 或者 打桩机 最好 直接 码头 配置 进口 没怎么 干活 不懂 网上 查查 知道了 想法 联系"
549,"http://bbs.cehome.com/thread-1149171-1-1.html","挖掘机专区","我爱我挖","小松PC70-8电喷挖掘机，打不着火，是不是喷油嘴坏啦？","小松70-8电喷车打不着火，往进气口喷启动液可以打着，着火以后干活听发动机声音不正常。是不是喷油嘴坏啦。","手机用户dnpqy46","2017-11-26 20:31:52","[维修改装]","小松 电喷 挖掘机 打不着 是不是 喷油嘴 小松 电喷 打不着 进气口 启动 可以 打着 着火 以后 干活 发动机 声音 不正常 是不是 喷油嘴"
550,"http://bbs.cehome.com/thread-1149170-1-1.html","挖掘机专区","我爱我挖","我的车标怎么还没到，连续签到18天的","什么时候能到啊","挖疯","2017-11-26 20:31:20","","车标 怎么 还没 连续 签到 什么时候 能到"
551,"http://bbs.cehome.com/thread-1149168-1-1.html","挖掘机专区","杂谈图库","日立挖掘机是电喷和直喷，如何从外观区分？","怎样从外观区分日立挖掘机，是电喷还是直喷？求高手指教越详细越好","13821681222","2017-11-26 20:29:55","[生活杂谈]","日立 挖掘机 电喷 直喷 如何 外观 区分 怎样 外观 区分 日立 挖掘机 电喷 还是 直喷 高手 指教 详细 越好"
552,"http://bbs.cehome.com/thread-1149167-1-1.html","挖掘机专区","我爱我挖","新手找工作真是难啊","","呆炎","2017-11-26 20:29:42","","新手 找工作 真是"
553,"http://bbs.cehome.com/thread-1149165-1-1.html","挖掘机专区","我爱我挖","朋友，祝你一路平安","","Mr . Gao","2017-11-26 20:28:57","","朋友 祝你 一路平安"
554,"http://bbs.cehome.com/thread-1149164-1-1.html","挖掘机专区","我爱我挖","卡特312v2电磁阀","哪位大神知道卡特312v2这几个电磁阀的名称管哪些动作","YTJ","2017-11-26 20:28:54","","卡特 电磁阀 哪位 大神 知道 卡特 这几 电磁阀 名称 哪些 动作"
555,"http://bbs.cehome.com/thread-1149162-1-1.html","挖掘机专区","我爱我挖","谁知道了这个阀是调什么的","","手机用户eituyz3","2017-11-26 20:27:44","","谁知道 这个 什么的"
556,"http://bbs.cehome.com/thread-1149159-1-1.html","挖掘机专区","我爱我挖","喜提七台小松PC210LC挖掘机新机，老板任性，大土豪！","老板任性，大土豪。","强行天下","2017-11-26 20:24:30","[提车作业]","小松 挖掘机 新机 老板 任性 大土 老板 任性 大土"
557,"http://bbs.cehome.com/thread-1149158-1-1.html","挖掘机专区","我爱我挖","视频：开着卡特挖机改造农田。","第一次做农田改造","蔡能！","2017-11-26 20:24:29","[操作技巧]","视频 开着 卡特 挖机 改造 农田 第一次 农田 改造"
558,"http://bbs.cehome.com/thread-1149156-1-1.html","挖掘机专区","我爱我挖","谁有小松70-8挖掘机，谈下用机情况","","手机用户fgjnqw3","2017-11-26 20:22:20","[使用报告]","谁有 小松 挖掘机 情况"
559,"http://bbs.cehome.com/thread-1149154-1-1.html","挖掘机专区","我爱我挖","可怕！挖机液压油变黑，离报废就不远了……","工程机械上的液压元件很多，液压油在液压系统中起到润滑的作用，如果长时间不更换，液压油就会变黑、粘度降低，会直接导致挖掘机主泵内注射、阀门、多路换向阀、油封等等各液压系统零部件的加剧磨损，时间久了造成各零部件之间间隙过大发生内漏而严重影响挖掘机动作连贯性、无力等现象。液压油变黑很常见，新买的液压油颜色呈琥珀色或者淡黄色，使用一段时间后会变成棕褐色甚至黑色。液压油变黑是怎么回事？液压油变黑是不是说明性能降低，不能继续使用？有些人觉得液压油变黑是自然现象，没必要关注？那么液压油变黑到底怎么回事？发现液压油变黑应该怎么办？一、液压油变黑的原因有哪些？铁屑等金属杂质是影响的主要因素。其中最有可能是泵的高速旋转而产生的磨屑，关于和泵旋转的所有部件都是有可能的，比如轴承、容积室等的磨损。液压阀阀芯来回运转，油缸的来回运转产生的磨屑，但这短时间是不会出现这种现象的。如果你的挖掘机是新买的，在磨合时会产生大量的金属杂质，换油的时候要将油箱中的液压油全部清空，将油箱全部用棉布擦拭干净后再加新油。如果没有清空，那么有可能有大量铁屑残留在油箱中，也会导致新油被污染而发黑。①挖掘机因机械故障，油封老化等原因造成了管路密封不严；②挖掘机工作环境太差造成滤芯阻塞；③在清洗、换油、维修过程中防尘措施做得不好，操作中将杂质带进液压系统。因此，你要检查一下你的液压系统是否封闭，呼吸孔是否完好；检查设备液压部分外露部件，看密封是否完好，比如油缸的防尘圈等。如果你的挖掘机经常用破碎锤，那么导致液压油变黑的原因就不仅仅是有杂质，也可能是因为加注黄油不规范造成的。加注黄油的时候需要将破碎锤提起，钢钎压到活塞里面，每次加注时只需加注标准黄油枪的半枪即可。因为如果在加注黄油时没有压紧钢钎的，此时加注的黄油会在钢钎槽的上限位，钢钎工作的时候黄油就会直接蹿到破碎锤的主油封处，随着活塞的往复运动将黄油带入到破碎锤中缸体内，再随着破碎锤中缸体内的液压油混入到挖掘机的液压系统内，是液压油变质、发黑。据统计，挖掘机液压系统的故障约有70%是由于对液压油的选择不当、使用不慎、更换不及时引起的。因此对液压油正确、合理的使用与更换是发挥挖掘机工作性能及经济性能、延长液压系统及其元件使用寿命的重要条件。本帖最后由 铁甲大史 于 2017-11-26 20:20 编辑1.内部杂质2.外界环境影响","铁甲大史","2017-11-26 20:19:40","[操作技巧]","可怕 挖机 液压油 变黑 报废 就不 远了 工程机械 液压 元件 很多 液压油 液压 系统 起到 润滑 作用 如果 长时间 更换 液压油 就会 变黑 粘度 降低 直接 导致 挖掘机 注射 阀门 多路 换向阀 油封 等等 液压 系统 零部件 加剧 磨损 时间 久了 造成 零部件 之间 间隙 过大 发生 严重影响 挖掘机 动作 连贯性 无力 现象 液压油 变黑 常见 新买 液压油 颜色 琥珀色 或者 淡黄色 使用 一段时间 后会 变成 褐色 甚至 黑色 液压油 变黑 怎么回事 液压油 变黑 是不是 说明性 能降 不能 继续 使用 有些人 觉得 液压油 变黑 自然现象 没必要 关注 那么 液压油 变黑 到底 怎么回事 发现 液压油 变黑 应该 怎么办 液压油 变黑 原因 哪些 铁屑 金属 杂质 影响 主要因素 其中 最有 可能是 高速 旋转 产生 关于 旋转 所有 部件 都是 可能 比如 轴承 容积 磨损 液压阀 来回 运转 油缸 来回 运转 产生 短时间 不会 出现 这种 现象 如果 挖掘机 新买 磨合 时会 产生 大量 金属 杂质 换油 时候 要将 油箱 液压油 全部 清空 油箱 全部 棉布 擦拭 干净 再加 如果 没有 清空 那么 可能有 大量 铁屑 残留 油箱 导致 污染 发黑 挖掘机 机械故障 油封 老化 原因 造成了 管路 密封 不严 挖掘机 工作环境 太差 造成 滤芯 阻塞 清洗 换油 维修 过程中 防尘 措施 做得 不好 操作 中将 杂质 带进 液压 系统 因此 检查一下 液压 系统 是否 封闭 呼吸 是否 完好 检查 设备 液压 部分 外露 部件 密封 是否 完好 比如 油缸 防尘 如果 挖掘机 经常 破碎 那么 导致 液压油 变黑 原因 就不 仅仅是 杂质 可能是 因为 加注 黄油 规范 造成 加注 黄油 时候 需要 破碎 提起 钢钎 压到 活塞 里面 每次 加注 只需 加注 标准 黄油枪 即可 因为 如果在 加注 黄油 没有 压紧 钢钎 此时 加注 黄油 会在 钢钎 上限 钢钎 工作 时候 黄油 就会 直接 蹿到 破碎 油封 随着 活塞 往复运动 黄油 带入 破碎 缸体 随着 破碎 缸体 液压油 混入 挖掘机 液压 系统 液压油 变质 发黑 据统计 挖掘机 液压 系统 故障 约有 由于 液压油 选择 不当 使用 不慎 更换 不及 引起 因此 液压油 正确 合理 使用 更换 发挥 挖掘机 工作 性能 经济性 延长 液压 系统 及其 元件 使用寿命 重要条件 本帖 最后 铁甲 编辑 内部 杂质 外界 环境 影响"
